id,product_name,price_bdt,text
247,স্কয়ার ছাতা,448,"ছাতা। বৃষ্টি ও রোদে সুরক্ষা। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 448 টাকা"
248,আবুল খায়ের সানগ্লাস,583,"সানগ্লাস। UV সুরক্ষিত সানগ্লাস। এই পণ্যের আবুল খায়ের ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 583 টাকা"
249,বসুন্ধরা জুতা,2578,"জুতা। আরামদায়ক ও টেকসই জুতা। এই পণ্যের বসুন্ধরা ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। প্রোডাক্টটির মূল্য 2578 টাকা"
250,আবুল খায়ের ভিটামিন সি,964,"ভিটামিন সি। রোগ প্রতিরোধ ক্ষমতা বাড়ায়। এই পণ্যের আবুল খায়ের ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। স্টক সীমিত, তাই এখনই অর্ডার করুন। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 964 টাকা"
251,আকিজ আটা,66,"আটা। গমের আটা, রুটি তৈরিতে উপযুক্ত। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। স্টক সীমিত, তাই এখনই অর্ডার করুন। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। প্রোডাক্টটির মূল্য 66 টাকা"
252,নেসলে ব্যাগ,2932,"ব্যাগ। স্টাইলিশ ও মজবুত ব্যাগ। নেসলে ব্র্যান্ডের গুণগত মানের পণ্য। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। প্রোডাক্টটির মূল্য 2932 টাকা"
253,স্কয়ার ভিটামিন সি,476,"ভিটামিন সি। রোগ প্রতিরোধ ক্ষমতা বাড়ায়। এই পণ্যের স্কয়ার ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। স্টক সীমিত, তাই এখনই অর্ডার করুন। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। প্রোডাক্টটির মূল্য 476 টাকা"
254,আকিজ মধু,244,"মধু। খাঁটি প্রাকৃতিক মধু। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 244 টাকা"
255,আবুল খায়ের তোয়ালে,706,"তোয়ালে। উচ্চমানের সুতার তোয়ালে। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রোডাক্টটির মূল্য 706 টাকা"
256,ভিশন আটা,52,"আটা। গমের আটা, রুটি তৈরিতে উপযুক্ত। ভিশন ব্র্যান্ডের গুণগত মানের পণ্য। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। স্টক সীমিত, তাই এখনই অর্ডার করুন। প্রোডাক্টটির মূল্য 52 টাকা"
257,সিঙ্গার স্মার্টফোন কভার,550,"স্মার্টফোন কভার। ফোন সুরক্ষায় টেকসই কভার। সিঙ্গার ব্র্যান্ডের গুণগত মানের পণ্য। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। প্রোডাক্টটির মূল্য 550 টাকা"
258,রহিম আফরোজ চিনি,192,"চিনি। পরিশোধিত সাদা চিনি। রহিম আফরোজ ব্র্যান্ডের গুণগত মানের পণ্য। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। স্টক সীমিত, তাই এখনই অর্ডার করুন। প্রোডাক্টটির মূল্য 192 টাকা"
259,ভিশন লিপস্টিক,334,"লিপস্টিক। দীর্ঘস্থায়ী রঙিন লিপস্টিক। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। প্রোডাক্টটির মূল্য 334 টাকা"
260,ইউনিলিভার ক্যালকুলেটর,827,ক্যালকুলেটর। সঠিক হিসাবের জন্য। ইউনিলিভার ব্র্যান্ডের গুণগত মানের পণ্য। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 827 টাকা
261,মেঘনা আটা,50,"আটা। গমের আটা, রুটি তৈরিতে উপযুক্ত। এই পণ্যের মেঘনা ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। প্রোডাক্টটির মূল্য 50 টাকা"
262,ওয়ালটন চাল,213,"চাল। প্রিমিয়াম মানের চাল। এই পণ্যের ওয়ালটন ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 213 টাকা"
263,ভিশন বিস্কুট,132,"বিস্কুট। সুস্বাদু ক্রিম বিস্কুট। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। প্রোডাক্টটির মূল্য 132 টাকা"
264,ওয়ালটন গামলা,267,"গামলা। বহুমুখী ব্যবহারের জন্য। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। প্রোডাক্টটির মূল্য 267 টাকা"
265,মেঘনা কলম,114,"কলম। মসৃণ লেখার জন্য। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। প্রোডাক্টটির মূল্য 114 টাকা"
266,নেসলে জুতা,2130,"জুতা। আরামদায়ক ও টেকসই জুতা। এই পণ্যের নেসলে ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রোডাক্টটির মূল্য 2130 টাকা"
267,সিঙ্গার জৈব সার,962,"জৈব সার। মাটির উর্বরতা বাড়ায়। এই পণ্যের সিঙ্গার ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। স্টক সীমিত, তাই এখনই অর্ডার করুন। প্রোডাক্টটির মূল্য 962 টাকা"
268,মিনিস্টার চা,213,"চা। সুগন্ধি চা পাতা। মিনিস্টার ব্র্যান্ডের গুণগত মানের পণ্য। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। প্রোডাক্টটির মূল্য 213 টাকা"
269,প্রাণ মুরগি,249,"মুরগি। তাজা দেশি মুরগি। প্রাণ ব্র্যান্ডের গুণগত মানের পণ্য। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 249 টাকা"
270,মিনিস্টার ডাল,243,"ডাল। প্রোটিন সমৃদ্ধ ডাল। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। প্রোডাক্টটির মূল্য 243 টাকা"
271,ভিশন ঘি,722,"ঘি। খাঁটি গাওয়া ঘি। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। স্টক সীমিত, তাই এখনই অর্ডার করুন। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 722 টাকা"
272,আকিজ শ্যাম্পু,525,"শ্যাম্পু। চুলের যত্নে ব্যবহৃত হয়। এই পণ্যের আকিজ ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। প্রোডাক্টটির মূল্য 525 টাকা"
273,বসুন্ধরা চিনি,154,"চিনি। পরিশোধিত সাদা চিনি। এই পণ্যের বসুন্ধরা ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। প্রোডাক্টটির মূল্য 154 টাকা"
274,ইউনিলিভার চাল,151,"চাল। প্রিমিয়াম মানের চাল। ইউনিলিভার ব্র্যান্ডের গুণগত মানের পণ্য। স্টক সীমিত, তাই এখনই অর্ডার করুন। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। প্রোডাক্টটির মূল্য 151 টাকা"
275,প্রাণ সানগ্লাস,456,"সানগ্লাস। UV সুরক্ষিত সানগ্লাস। প্রাণ ব্র্যান্ডের গুণগত মানের পণ্য। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। প্রোডাক্টটির মূল্য 456 টাকা"
276,বসুন্ধরা কলম,108,"কলম। মসৃণ লেখার জন্য। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 108 টাকা"
277,স্কয়ার গামলা,301,"গামলা। বহুমুখী ব্যবহারের জন্য। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 301 টাকা"
278,স্কয়ার চকোলেট,215,"চকোলেট। মিষ্টি চকোলেট বার। এই পণ্যের স্কয়ার ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। প্রোডাক্টটির মূল্য 215 টাকা"
279,আকিজ চা,405,"চা। সুগন্ধি চা পাতা। এই পণ্যের আকিজ ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। স্টক সীমিত, তাই এখনই অর্ডার করুন। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। প্রোডাক্টটির মূল্য 405 টাকা"
280,ওয়ালটন তোয়ালে,322,"তোয়ালে। উচ্চমানের সুতার তোয়ালে। এই পণ্যের ওয়ালটন ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 322 টাকা"
281,প্রাণ জৈব সার,386,"জৈব সার। মাটির উর্বরতা বাড়ায়। এই পণ্যের প্রাণ ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। প্রোডাক্টটির মূল্য 386 টাকা"
282,রহিম আফরোজ বালিশ,842,"বালিশ। আরামদায়ক ঘুমের জন্য। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। স্টক সীমিত, তাই এখনই অর্ডার করুন। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। প্রোডাক্টটির মূল্য 842 টাকা"
283,আবুল খায়ের কলম,96,"কলম। মসৃণ লেখার জন্য। আবুল খায়ের ব্র্যান্ডের গুণগত মানের পণ্য। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 96 টাকা"
284,মেঘনা এলইডি বাল্ব,317,এলইডি বাল্ব। বিদ্যুৎ সাশ্রয়ী আলো। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। প্রোডাক্টটির মূল্য 317 টাকা
285,ভিশন সাবান,121,"সাবান। ত্বকের যত্নে ব্যবহৃত হয়। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। স্টক সীমিত, তাই এখনই অর্ডার করুন। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। প্রোডাক্টটির মূল্য 121 টাকা"
286,নেসলে এয়ার ফ্রেশনার,363,"এয়ার ফ্রেশনার। ঘর সুগন্ধময় করে। এই পণ্যের নেসলে ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। প্রোডাক্টটির মূল্য 363 টাকা"
287,মেঘনা কফি,373,"কফি। আরোমেটিক ইনস্ট্যান্ট কফি। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। প্রোডাক্টটির মূল্য 373 টাকা"
288,ভিশন ব্লুটুথ ইয়ারফোন,3020,"ব্লুটুথ ইয়ারফোন। উচ্চমানের সাউন্ড কোয়ালিটি। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 3020 টাকা"
289,মিনিস্টার মুরগি,261,"মুরগি। তাজা দেশি মুরগি। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 261 টাকা"
290,এসিআই বালিশ,292,"বালিশ। আরামদায়ক ঘুমের জন্য। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রোডাক্টটির মূল্য 292 টাকা"
291,নেসলে ক্রিম,149,"ক্রিম। ত্বক উজ্জ্বল করে। নেসলে ব্র্যান্ডের গুণগত মানের পণ্য। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। প্রোডাক্টটির মূল্য 149 টাকা"
292,বসুন্ধরা মধু,208,মধু। খাঁটি প্রাকৃতিক মধু। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 208 টাকা
293,নেসলে টর্চলাইট,975,"টর্চলাইট। উজ্জ্বল আলোর টর্চ। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। স্টক সীমিত, তাই এখনই অর্ডার করুন। প্রোডাক্টটির মূল্য 975 টাকা"
294,বসুন্ধরা চিনি,133,চিনি। পরিশোধিত সাদা চিনি। বসুন্ধরা ব্র্যান্ডের গুণগত মানের পণ্য। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। প্রোডাক্টটির মূল্য 133 টাকা
295,বসুন্ধরা এয়ার ফ্রেশনার,243,"এয়ার ফ্রেশনার। ঘর সুগন্ধময় করে। এই পণ্যের বসুন্ধরা ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 243 টাকা"
296,নেসলে স্মার্টফোন কভার,447,"স্মার্টফোন কভার। ফোন সুরক্ষায় টেকসই কভার। নেসলে ব্র্যান্ডের গুণগত মানের পণ্য। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। প্রোডাক্টটির মূল্য 447 টাকা"
297,এসিআই তোয়ালে,196,তোয়ালে। উচ্চমানের সুতার তোয়ালে। এসিআই ব্র্যান্ডের গুণগত মানের পণ্য। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 196 টাকা
